# Ref. Cavity Transverse Wakefield for different offsets. Calculated by Rob Ainsworth with T3P (ACE3P)
# s[m] charge 0.5mm 1.0mm 3.0mm 3.5mm 4.0mm 4.5mm 5.0mm
5.690060853000000057e-02 4.268407008679170130e-13 3.861986311572097874e-02 8.709122822530747376e-02 2.716759983105118681e-01 3.194261720041965957e-01 3.677795760042335549e-01 4.166916110608559487e-01 4.658091168982116392e-01
5.693058776999999904e-02 4.211556370808679781e-13 3.880030747167555888e-02 8.744328496009125262e-02 2.726026314875125145e-01 3.204646746127516876e-01 3.689120032783751446e-01 4.178966540655012496e-01 4.670624935784143394e-01
5.696056701999999833e-02 4.155386685763649782e-13 3.897949178100584833e-02 8.779250994738817260e-02 2.735203692899478289e-01 3.214926766302059757e-01 3.700322841474798508e-01 4.190878597516581872e-01 4.683002977265394717e-01
5.699054626999999762e-02 4.099890937237440179e-13 3.915741131885239895e-02 8.813889339057262573e-02 2.744291868878421248e-01 3.225101516743983376e-01 3.711403918855812334e-01 4.202652025254280943e-01 4.695225065886037830e-01
5.702052551000000302e-02 4.045062165083029758e-13 3.933406139449804190e-02 8.848242556938623604e-02 2.753290596886471819e-01 3.235170736429689442e-01 3.722363000856926396e-01 4.214286571487039779e-01 4.707290977968569545e-01
5.705050476000000231e-02 3.990893411204530070e-13 3.950943752702588962e-02 8.882309718129374754e-02 2.762199642301514935e-01 3.245134177110950979e-01 3.733199837444822755e-01 4.225781998901001479e-01 4.719200505636372278e-01
5.708048400000000078e-02 3.937377846774519770e-13 3.968353503381462366e-02 8.916089854210022814e-02 2.771018760860171071e-01 3.254991579879050745e-01 3.743914167118447267e-01 4.237138058178566702e-01 4.730953428761214830e-01
5.711046325000000007e-02 3.884508627416450022e-13 3.985634949841759117e-02 8.949582049529146432e-02 2.779747722437682644e-01 3.264742701757624710e-01 3.754505745825356122e-01 4.248354518672303737e-01 4.742549546748572875e-01
5.714044248999999853e-02 3.832279035763489758e-13 4.002787630615868564e-02 8.982785351151185982e-02 2.788386287532437224e-01 3.274387289402765910e-01 3.764974318376710927e-01 4.259431138097306557e-01 4.753988647204846485e-01
5.717042173999999782e-02 3.780682340105629873e-13 4.019811110557380135e-02 9.015698858265565330e-02 2.796934230566496815e-01 3.283925105126133670e-01 3.775319646721507771e-01 4.270367692474237309e-01 4.765270536903967735e-01
5.720040098999999711e-02 3.729711916615290050e-13 4.036704940699104016e-02 9.048321644493054206e-02 2.805391319665909156e-01 3.293355904310111271e-01 3.785541485430158892e-01 4.281163950185753464e-01 4.776395014979626374e-01
5.723038023000000252e-02 3.679361195878120104e-13 4.053468675608246780e-02 9.080652791409260516e-02 2.813757325411677113e-01 3.302679445176630035e-01 3.795639592306108145e-01 4.291819683212319547e-01 4.787361884544714674e-01
5.726035948000000181e-02 3.629623613182529930e-13 4.070101890058607647e-02 9.112691420617173577e-02 2.822032029128683783e-01 3.311895498024732265e-01 3.805613738384008848e-01 4.302334677671115215e-01 4.798170963495876351e-01
5.729033872000000027e-02 3.580492725309129857e-13 4.086604139971036775e-02 9.144436618501536329e-02 2.830215203427164927e-01 3.321003823539350197e-01 3.815463684452246040e-01 4.312708709046068623e-01 4.808822059013676542e-01
5.732031796999999956e-02 3.531962077527519846e-13 4.102975006825420462e-02 9.175887521686032500e-02 2.838306634295635900e-01 3.330004197398456767e-01 3.825189207672155534e-01 4.322941570257736732e-01 4.819314996404387985e-01
5.735029721999999885e-02 3.484025318552029863e-13 4.119214059051212740e-02 9.207043242737600330e-02 2.846306101941372124e-01 3.338896388950614025e-01 3.834790078503130806e-01 4.333033047359130530e-01 4.829649594102997656e-01
5.738027645999999732e-02 3.436676150214969976e-13 4.135320868645964848e-02 9.237902902339231725e-02 2.854213389079343077e-01 3.347680170449146564e-01 3.844266070696271687e-01 4.342982930068121639e-01 4.839825674488412166e-01
5.741025570999999661e-02 3.389908280704559870e-13 4.151295027221568040e-02 9.268465659886565566e-02 2.862028288760370964e-01 3.356355325742015339e-01 3.853616970661473684e-01 4.352791021582269049e-01 4.849843073907991742e-01
5.744023495000000201e-02 3.343715534365879971e-13 4.167136108540296646e-02 9.298730641652537543e-02 2.869750585974127355e-01 3.364921629839310868e-01 3.862842555436308833e-01 4.362457115445342870e-01 4.859701619013507279e-01
5.747021420000000130e-02 3.298091726616670003e-13 4.182843711163081873e-02 9.328697022351094270e-02 2.877380078504370164e-01 3.373378872069869305e-01 3.871942617648299612e-01 4.371981021716088711e-01 4.869401153503639668e-01
5.750019343999999977e-02 3.253030786947750185e-13 4.198417416266728153e-02 9.358363944375058807e-02 2.884916556328865900e-01 3.381726833225975337e-01 3.880916940901490420e-01 4.381362541183341786e-01 4.878941511828226996e-01
5.753017268999999906e-02 3.208526636889750067e-13 4.213856829529535192e-02 9.387730597842534885e-02 2.892359821978792711e-01 3.389965308135937105e-01 3.889765324066670193e-01 4.390601490786925076e-01 4.888322545077236625e-01
5.756015193999999835e-02 3.164573295421060133e-13 4.229161544645145682e-02 9.416796151171007156e-02 2.899709672879990929e-01 3.398094086105108436e-01 3.898487560244910388e-01 4.399697681620074463e-01 4.897544098626361309e-01
5.759013117999999681e-02 3.121164832770709925e-13 4.244331159007738719e-02 9.445559781097186136e-02 2.906965908994457171e-01 3.406112959392227912e-01 3.907083445882676975e-01 4.408650928485053910e-01 4.906606021854062472e-01
5.762011043000000304e-02 3.078295327527709812e-13 4.259365288756839646e-02 9.474020701270288725e-02 2.914128339996062689e-01 3.414021731132766968e-01 3.915552789257870647e-01 4.417461058715433375e-01 4.915508177066286177e-01
5.765008967000000151e-02 3.035958967268840248e-13 4.274263533466881454e-02 9.502178095332466934e-02 2.921196768395025178e-01 3.421820196699164596e-01 3.923895390493873370e-01 4.426127891374542211e-01 4.924250418468695822e-01
5.768006892000000080e-02 2.994149933870870153e-13 4.289025516248980152e-02 9.530031192888521741e-02 2.928171008662862618e-01 3.429508164818407812e-01 3.932111064167429504e-01 4.434651260783447069e-01 4.932832615930911047e-01
5.771004817000000009e-02 2.952862502527680008e-13 4.303650848971489473e-02 9.557579203557206582e-02 2.935050870680322999e-01 3.437085439303870227e-01 3.940199619746456716e-01 4.443030996189911708e-01 4.941254634476315299e-01
5.774002740999999855e-02 2.912090998319190236e-13 4.318139147356302859e-02 9.584821345501619294e-02 2.941836166918690432e-01 3.444551826980456477e-01 3.948160870070533957e-01 4.451266930584863446e-01 4.949516343204603541e-01
5.777000665999999784e-02 2.871829755911609976e-13 4.332490045364337239e-02 9.611756872433616095e-02 2.948526719147455677e-01 3.451907145054001202e-01 3.955994639199093554e-01 4.459358908798448096e-01 4.957617623406256890e-01
5.779998590000000325e-02 2.832073214048139910e-13 4.346703161465365756e-02 9.638385010207070613e-02 2.955122342672238389e-01 3.459151203767956706e-01 3.963700743915143376e-01 4.467306768368580205e-01 4.965558349386448023e-01
5.782996515000000254e-02 2.792815807818389988e-13 4.360778136906016261e-02 9.664705028727327285e-02 2.961622864198806271e-01 3.466283826029186166e-01 3.971279014645525129e-01 4.475110361135675174e-01 4.973338410078742000e-01
5.785994439000000100e-02 2.754052074472819832e-13 4.374714597777716596e-02 9.690716170951656216e-02 2.968028104238946696e-01 3.473304828075897133e-01 3.978729274901339208e-01 4.482769532025926429e-01 4.980957687854420390e-01
5.788992364000000029e-02 2.715776548369859852e-13 4.388512192607955942e-02 9.716417723158043973e-02 2.974337894468245258e-01 3.480214038519021114e-01 3.986051361507728097e-01 4.490284139879429648e-01 4.988416079285452054e-01
5.791990288999999958e-02 2.677983851613620021e-13 4.402170559751927836e-02 9.741808953974324947e-02 2.980552062704025507e-01 3.487011281871986168e-01 3.993245107135152683e-01 4.497654039483289790e-01 4.995713477235382283e-01
5.794988212999999805e-02 2.640668654251950004e-13 4.415689341460744127e-02 9.766889140726775498e-02 2.986670439413927070e-01 3.493696385691206219e-01 4.000310347890925766e-01 4.504879089385052660e-01 5.002849778647195933e-01
5.797986137999999734e-02 2.603825637373299830e-13 4.429068197249359795e-02 9.791657594258618147e-02 2.992692863745390897e-01 3.500269187159631978e-01 4.007246930269448559e-01 4.511959158989142793e-01 5.009824891509701006e-01
5.800984062000000274e-02 2.567449579555250097e-13 4.442306772413132099e-02 9.816113600546805262e-02 2.998619169298240017e-01 3.506729517554243447e-01 4.014054694753563801e-01 4.518894111799699465e-01 5.016638718303346733e-01
5.803981987000000203e-02 2.531535258252630136e-13 4.455404733781004323e-02 9.840256486830112337e-02 3.004449200203604953e-01 3.513077219800402329e-01 4.020733494329465363e-01 4.525683824328043392e-01 5.023291174619005650e-01
5.806979911000000050e-02 2.496077546587509804e-13 4.468361734388710121e-02 9.864085556463159099e-02 3.010182795315703430e-01 3.519312131241077446e-01 4.027283176331538095e-01 4.532328167603458247e-01 5.029782170962870946e-01
5.809977835999999979e-02 2.461071317215069930e-13 4.481177448415381293e-02 9.887600153388685642e-02 3.015819803772741281e-01 3.525434100586694042e-01 4.033703600271052458e-01 4.538827025296648388e-01 5.036111630512654092e-01
5.812975760999999908e-02 2.426511525208380043e-13 4.493851540843136344e-02 9.910799606328767053e-02 3.021360071559242577e-01 3.531442973297472809e-01 4.039994622461152152e-01 4.545180278124178463e-01 5.042279473865864947e-01
5.815973684999999754e-02 2.392393171617109966e-13 4.506383680583119639e-02 9.933683252948281861e-02 3.026803447356511967e-01 3.537338597943022744e-01 4.046156102712638036e-01 4.551387810648685472e-01 5.048285625696289358e-01
5.818971609999999683e-02 2.358711269706789756e-13 4.518773552906712315e-02 9.956250462485621844e-02 3.032149787902618798e-01 3.543120832001411258e-01 4.052187910375967261e-01 4.557449517343901690e-01 5.054130020605505091e-01
5.821969534000000224e-02 2.325460923970739828e-13 4.531020830256277110e-02 9.978500582541992292e-02 3.037398945364205294e-01 3.548789528182160202e-01 4.058089910049911264e-01 4.563365288198242276e-01 5.059812589222958401e-01
5.824967459000000153e-02 2.292637239952639927e-13 4.543125205312739667e-02 1.000043299929576218e-01 3.042550781620512179e-01 3.554344549858385882e-01 4.063861977686100690e-01 4.569135024896583408e-01 5.065333273805227021e-01
5.827965384000000082e-02 2.260235401955470054e-13 4.555086362361747410e-02 1.002204708536001965e-01 3.047605155947444300e-01 3.559785757760054459e-01 4.069503986731604628e-01 4.574758626919646631e-01 5.070692014874915721e-01
5.830963307999999928e-02 2.228250638845499927e-13 4.566903989729788338e-02 1.004334222240034075e-01 3.052561930376957444e-01 3.565113015771727012e-01 4.075015814164019146e-01 4.580235997609744536e-01 5.075888757084344727e-01
5.833961232999999857e-02 2.196678192389150016e-13 4.578577791494374549e-02 1.006431782211794634e-01 3.057420974563787586e-01 3.570326196153351117e-01 4.080397345876273785e-01 4.585567049506923398e-01 5.080923454266569328e-01
5.836959156999999704e-02 2.165513391303090059e-13 4.590107459991512456e-02 1.008497327676329269e-01 3.062182154282235280e-01 3.575425167185534714e-01 4.085648463898893246e-01 4.590751691665423406e-01 5.085796057419310623e-01
5.839957082000000327e-02 2.134751566706000066e-13 4.601492706997914461e-02 1.010530801521497130e-01 3.066845344387688077e-01 3.580409807085705443e-01 4.090769060759127385e-01 4.595789843885977888e-01 5.090506528149076892e-01
5.842955006000000173e-02 2.104388135000279947e-13 4.612733232974756958e-02 1.012532144786971455e-01 3.071410416113211639e-01 3.585279990404375838e-01 4.095759025466012559e-01 4.600681422882690330e-01 5.095054825670809473e-01
5.845952931000000102e-02 2.074418515487300037e-13 4.623828757455020894e-02 1.014501302097576413e-01 3.075877249516179579e-01 3.590035601336841187e-01 4.100618257182235826e-01 4.605426355740008248e-01 5.099440919373549042e-01
5.848950856000000031e-02 2.044838201308199942e-13 4.634778992734266828e-02 1.016438216979396181e-01 3.080245722752321114e-01 3.594676522280609299e-01 4.105346653490149489e-01 4.610024568392319666e-01 5.103664778094540999e-01
5.851948779999999878e-02 2.015642728186109979e-13 4.645583655276465385e-02 1.018342833899281014e-01 3.084515716742884384e-01 3.599202638829112622e-01 4.109944115527090491e-01 4.614475990668477912e-01 5.107726374829320015e-01
5.854946704999999807e-02 1.986827645506179949e-13 4.656242476396386248e-02 1.020215100140224596e-01 3.088687119361691047e-01 3.603613844190279303e-01 4.114410552466926108e-01 4.618780560603755747e-01 5.111625690631056429e-01
5.857944628999999653e-02 1.958388583880230014e-13 4.666755177134074978e-02 1.022054961372905607e-01 3.092759815547000413e-01 3.607910028698727012e-01 4.118745870884052973e-01 4.622938214138919144e-01 5.115362705238086782e-01
5.860942554000000276e-02 1.930321177958280013e-13 4.677121496694392616e-02 1.023862366655584194e-01 3.096733698428549841e-01 3.612091091595991954e-01 4.122949986690121471e-01 4.626948896617001927e-01 5.118937407485070201e-01
5.863940478000000123e-02 1.902621142037430058e-13 4.687341164381967490e-02 1.025637263519905279e-01 3.100608658480762947e-01 3.616156929570734646e-01 4.127022813572832627e-01 4.630812551684662104e-01 5.122349785343134343e-01
5.866938403000000052e-02 1.875284194869159980e-13 4.697413927281455376e-02 1.027379602792032331e-01 3.104384594139157350e-01 3.620107447918978760e-01 4.130964274224928623e-01 4.634529132001398710e-01 5.125599835460032949e-01
5.869936327999999981e-02 1.848306124357150116e-13 4.707339526277022623e-02 1.029089334431412400e-01 3.108061402692265940e-01 3.623942550986072320e-01 4.134774290758200799e-01 4.638098590126208398e-01 5.128687555099316064e-01
5.872934251999999827e-02 1.821682759012310075e-13 4.717117706446683628e-02 1.030766409340572731e-01 3.111638984272203090e-01 3.627662146355150052e-01 4.138452788914894764e-01 4.641520882531530168e-01 5.131612945723839081e-01
5.875932176999999756e-02 1.795409941563149928e-13 4.726748226741391695e-02 1.032410781011466328e-01 3.115117245340676133e-01 3.631266148460146059e-01 4.141999701619478724e-01 4.644795972894179004e-01 5.134376015761418222e-01
5.878930101000000297e-02 1.769483590541870117e-13 4.736230837208064981e-02 1.034022401630666638e-01 3.118496090407510413e-01 3.634754469987127590e-01 4.145414960480611755e-01 4.647923824213843758e-01 5.136976773892859560e-01
5.881928026000000226e-02 1.743899629882970048e-13 4.745565304721728606e-02 1.035601226469307218e-01 3.121775431311668569e-01 3.638127031496151131e-01 4.148698505254895808e-01 4.650904407562805321e-01 5.139415236418322097e-01
5.884925951000000155e-02 1.718654049463979913e-13 4.754751390763085894e-02 1.037147210097933286e-01 3.124955179273307126e-01 3.641383753209754270e-01 4.151850275777344557e-01 4.653737694689248916e-01 5.141691421081665547e-01
5.887923875000000001e-02 1.693742878368539972e-13 4.763788861058974866e-02 1.038660308032191837e-01 3.128035248379221755e-01 3.644524558625391597e-01 4.154870215507247555e-01 4.656423661307541040e-01 5.143805349833541207e-01
5.890921799999999930e-02 1.669162160181540086e-13 4.772677494513711399e-02 1.040140478218470332e-01 3.131015558562885714e-01 3.647549377544357929e-01 4.157758274419691147e-01 4.658962289646907950e-01 5.145757050794886878e-01
5.893919723999999777e-02 1.644908010596609972e-13 4.781417062206215485e-02 1.041587677531380651e-01 3.133896028485125829e-01 3.650458138821372489e-01 4.160514402043240523e-01 4.661353562281442819e-01 5.147546553436115335e-01
5.896917648999999706e-02 1.620976551532839894e-13 4.790007351118225065e-02 1.043001865728241662e-01 3.136676583490904946e-01 3.653250778443660751e-01 4.163138555180671552e-01 4.663597468913577293e-01 5.149173893783537403e-01
5.899915573000000246e-02 1.597363975580720063e-13 4.798448140822216684e-02 1.044383001589899995e-01 3.139357147930315617e-01 3.655927231769297570e-01 4.165630690564820493e-01 4.665693999994182106e-01 5.150639109650414493e-01
5.902913498000000175e-02 1.574066481852869986e-13 4.806739226420938399e-02 1.045731046701539740e-01 3.141937652583145502e-01 3.658487440983081429e-01 4.167990771873977818e-01 4.667643152711676291e-01 5.151942244968170659e-01
5.905911423000000104e-02 1.551080331103019921e-13 4.814880398753782625e-02 1.047045962208107139e-01 3.144418028337913618e-01 3.660931348778618255e-01 4.170218763837200138e-01 4.669444926001968810e-01 5.153083346253932717e-01
5.908909346999999951e-02 1.528401821349129995e-13 4.822871452994404590e-02 1.048327710233139670e-01 3.146798208985328582e-01 3.663258901154404223e-01 4.172314634862442917e-01 4.671099322794021180e-01 5.154062464226329965e-01
5.911907271999999880e-02 1.506027265366380025e-13 4.830712196504911848e-02 1.049576255130820340e-01 3.149078133504021326e-01 3.665470049631833205e-01 4.174278359008791184e-01 4.672606351509651645e-01 5.154879654598527594e-01
5.914905195999999726e-02 1.483953043107909928e-13 4.838402430322813474e-02 1.050791560522900958e-01 3.151257740573069066e-01 3.667564745906926604e-01 4.176109911180321266e-01 4.673966022302473156e-01 5.155534975900785133e-01
5.917903120999999655e-02 1.462175541713659893e-13 4.845941970052497494e-02 1.051973592638331817e-01 3.153336974659992631e-01 3.669542947760672247e-01 4.177809272378820715e-01 4.675178351077164951e-01 5.156028491651156731e-01
5.920901045000000196e-02 1.440691214143410106e-13 4.853330625300176365e-02 1.053122317070255415e-01 3.155315780215744437e-01 3.671404613477045054e-01 4.179376424827366820e-01 4.676243355859057704e-01 5.156360268616075881e-01
5.923898970000000125e-02 1.419496520780480078e-13 4.860568219816570334e-02 1.054237701931621668e-01 3.157194107225118618e-01 3.673149707124876429e-01 4.180811356503882914e-01 4.677161060037184903e-01 5.156530378145328664e-01
5.926896895000000054e-02 1.398587979565029908e-13 4.867654574177867483e-02 1.055319715149258125e-01 3.158971906515110062e-01 3.674778194139676768e-01 4.182114057400588281e-01 4.677931489775844498e-01 5.156538895306935766e-01
5.929894818999999900e-02 1.377962143789639988e-13 4.874589513354169595e-02 1.056368325645380135e-01 3.160649131845613691e-01 3.676290043310730948e-01 4.183284521215835383e-01 4.678554675238852933e-01 5.156385899415539820e-01
5.932892743999999829e-02 1.357615581613909991e-13 4.881372873502092674e-02 1.057383504353578418e-01 3.162225741497439735e-01 3.677685228182311361e-01 4.184322746393351333e-01 4.679030651074650438e-01 5.156071473743438771e-01
5.935890667999999676e-02 1.337544923718179980e-13 4.888004485903086477e-02 1.058365221795265487e-01 3.163701694417803689e-01 3.678963723598141500e-01 4.185228733468747686e-01 4.679359455074944552e-01 5.155595706010269730e-01
5.938888593000000299e-02 1.317746808729999950e-13 4.894484195151684036e-02 1.059313450786334293e-01 3.165076954436786827e-01 3.680125509426481756e-01 4.186002487824988516e-01 4.679541129457023829e-01 5.154958687553888863e-01
5.941886518000000228e-02 1.298217930046290057e-13 4.900811843615063279e-02 1.060228164119731281e-01 3.166351486769563572e-01 3.681170567499869040e-01 4.186644017503459714e-01 4.679575719996217353e-01 5.154160514336473264e-01
5.944884442000000074e-02 1.278955015073169896e-13 4.906987278223867710e-02 1.061109335588246577e-01 3.167525259592360865e-01 3.682098883010697099e-01 4.187153334242002534e-01 4.679463276513618486e-01 5.153201286622690613e-01
5.947882367000000003e-02 1.259954806083289882e-13 4.913010356527702099e-02 1.061956940834660329e-01 3.168598245120671231e-01 3.682910445320570769e-01 4.187530453858818724e-01 4.679203852617612180e-01 5.152081107840509322e-01
5.950880290999999850e-02 1.241214104705369924e-13 4.918880932348659168e-02 1.062770955316209437e-01 3.169570416945886593e-01 3.683605245875503642e-01 4.187775395169427983e-01 4.678797506055580868e-01 5.150800086910733988e-01
5.953878215999999779e-02 1.222729720948239971e-13 4.924598871783968101e-02 1.063551356575129503e-01 3.170441752903723764e-01 3.684183280376375769e-01 4.187888181013295075e-01 4.678244298017337210e-01 5.149358335237392836e-01
5.956876140000000319e-02 1.204498522947729937e-13 4.930164037533901755e-02 1.064298122069922969e-01 3.171212232487500282e-01 3.684644546926892361e-01 4.187868837614472928e-01 4.677544294206327780e-01 5.147755970099886502e-01
5.959874065000000248e-02 1.186517387369209975e-13 4.935576304126172709e-02 1.065011231263176261e-01 3.171881839171450945e-01 3.684989047583860922e-01 4.187717394898509693e-01 4.676697563353900411e-01 5.145993110800133330e-01
5.962871990000000177e-02 1.168783241922129915e-13 4.940835544764644177e-02 1.065690663849610947e-01 3.172450558544281929e-01 3.685216787213529410e-01 4.187433886471097488e-01 4.675704178752215778e-01 5.144069882291855134e-01
5.965869914000000024e-02 1.151293046480580025e-13 4.945941637094284499e-02 1.066336400533931666e-01 3.172918379188501836e-01 3.685327774081107455e-01 4.187018349737507972e-01 4.674564217699463398e-01 5.141986413730802452e-01
5.968867838999999953e-02 1.134043775687799988e-13 4.950894468193913628e-02 1.066948423647573058e-01 3.173285293047704014e-01 3.685322019852687592e-01 4.186470825360470438e-01 4.673277760213286891e-01 5.139742836238567758e-01
5.971865762999999799e-02 1.117032459331560061e-13 4.955693922770019327e-02 1.067526715662557718e-01 3.173551294398870848e-01 3.685199539427979065e-01 4.185791358311476973e-01 4.671844891815277179e-01 5.137339287876616645e-01
5.974863687999999728e-02 1.100256136047669981e-13 4.960339896410052851e-02 1.068071260829229208e-01 3.173716380836776874e-01 3.684960350934993190e-01 4.184979996396434032e-01 4.670265700117397500e-01 5.134775907677032736e-01
5.977861612999999658e-02 1.083711892978620042e-13 4.964832284202030238e-02 1.068582043809424703e-01 3.173780552596440208e-01 3.684604475937672263e-01 4.184036791735099570e-01 4.668540278082914941e-01 5.132052841168713853e-01
5.980859537000000198e-02 1.067396848142260033e-13 4.969170985694806170e-02 1.069059050298161173e-01 3.173743812912441231e-01 3.684131939435326686e-01 4.182961800191130064e-01 4.666668722754696019e-01 5.129170238133082815e-01
5.983857462000000127e-02 1.051308134195290038e-13 4.973355909109233169e-02 1.069502267460719636e-01 3.173606167890762331e-01 3.683542769275788276e-01 4.181755080153188309e-01 4.664651133255050541e-01 5.126128249585014673e-01
5.986855385999999973e-02 1.035442936081870035e-13 4.977386961284625128e-02 1.069911682838390193e-01 3.173367626673024855e-01 3.682836997330362072e-01 4.180416695132185834e-01 4.662487615257103757e-01 5.122927034630800902e-01
5.989853310999999902e-02 1.019798447839890022e-13 4.981264058911780146e-02 1.070287285534045896e-01 3.173028201066034337e-01 3.682014657915097522e-01 4.178946710542775778e-01 4.660178275588114927e-01 5.119566752347995964e-01
5.992851234999999749e-02 1.004371914686339973e-13 4.984987117826542719e-02 1.070629065115448336e-01 3.172587906185653228e-01 3.681075789667213050e-01 4.177345197288501177e-01 4.657723227997650484e-01 5.116047570342199258e-01
5.995849159999999678e-02 9.891605910111989458e-14 4.988556063362135223e-02 1.070937012621783757e-01 3.172046759558809770e-01 3.680020433348411557e-01 4.175612227857062320e-01 4.655122586976087606e-01 5.112369655782236233e-01
5.998847085000000301e-02 9.741617763265490040e-14 4.991970821546494463e-02 1.071211119744999718e-01 3.171404782086945651e-01 3.678848633953669678e-01 4.173747879982261377e-01 4.652376473376323429e-01 5.108533183511761999e-01
6.001845009000000147e-02 9.593727992582880174e-14 4.995231322970445503e-02 1.071451379211900840e-01 3.170661997699655288e-01 3.677560439885359522e-01 4.171752235193398328e-01 4.649485012093195202e-01 5.104538332676656909e-01
6.004842934000000076e-02 9.447910028150090213e-14 4.998337505905753320e-02 1.071657784985788758e-01 3.169818432516229856e-01 3.676155901552699556e-01 4.169625376701292518e-01 4.646448329020292922e-01 5.100385282546223698e-01
6.007840857999999923e-02 9.304137784972710147e-14 5.001289308808878203e-02 1.071830331732288033e-01 3.168874116650395312e-01 3.674635074456359951e-01 4.167367394147526993e-01 4.643266557897398616e-01 5.096074221936290893e-01
6.010838782999999852e-02 9.162385271332450040e-14 5.004086678623442114e-02 1.071969015369330508e-01 3.167829081951423209e-01 3.672998015453121101e-01 4.164978377926839559e-01 4.639939832216062876e-01 5.091605338102687117e-01
6.013836706999999698e-02 9.022626970011419903e-14 5.006729562914889048e-02 1.072073832599440280e-01 3.166683364524836564e-01 3.671244786824448547e-01 4.162458425214810576e-01 4.636468293732017298e-01 5.086978828225336979e-01
6.016834632000000321e-02 8.884837457521809610e-14 5.009217917353504801e-02 1.072144781286402393e-01 3.165437001949664153e-01 3.669375451914671515e-01 4.159807633587969677e-01 4.632852083600446091e-01 5.082194887471648270e-01
6.019832557000000250e-02 8.748991729649889689e-14 5.011551699450505354e-02 1.072181860189961866e-01 3.164090035889001729e-01 3.667390079161980121e-01 4.157026106806123722e-01 4.629091350391172921e-01 5.077253719687550015e-01
6.022830481000000097e-02 8.615065056244900336e-14 5.013730871355482482e-02 1.072185069109672650e-01 3.162642511046395155e-01 3.665288740464868744e-01 4.154113952408570176e-01 4.625186246772718945e-01 5.072155532933270150e-01
6.025828406000000026e-02 8.483032847691169862e-14 5.015755401894186893e-02 1.072154408859365415e-01 3.161094473622094170e-01 3.663071508971355583e-01 4.151071278664219544e-01 4.621136925462021039e-01 5.066900534222803509e-01
6.028826329999999872e-02 8.352870963628659553e-14 5.017625261553319144e-02 1.072089881282762697e-01 3.159445974768355092e-01 3.660738464067208597e-01 4.147898201458696810e-01 4.616943548425491151e-01 5.061488941546997689e-01
6.031824254999999801e-02 8.224555358183829719e-14 5.019340427879739885e-02 1.071991489169857037e-01 3.157697066467810565e-01 3.658289685451307505e-01 4.144594836175825581e-01 4.612606276060459143e-01 5.055920969870137949e-01
6.034822179999999731e-02 8.098062383063950326e-14 5.020900881040182145e-02 1.071859236384341690e-01 3.155847805316119858e-01 3.655725258510355569e-01 4.141161305032701745e-01 4.608125276877054755e-01 5.050196843678104175e-01
6.037820104000000271e-02 7.973368652192020455e-14 5.022306605828232018e-02 1.071693127832823306e-01 3.153898250984115692e-01 3.653045272104316621e-01 4.137597734042459119e-01 4.603500723430785646e-01 5.044316791733967076e-01
6.040818029000000200e-02 7.850450917297929481e-14 5.023557592921844284e-02 1.071493169265353013e-01 3.151848464171893016e-01 3.650249815760863714e-01 4.133904249326175728e-01 4.598732787540437683e-01 5.038281041043608521e-01
6.043815953000000046e-02 7.729286355241099402e-14 5.024653835724664924e-02 1.071259367688688763e-01 3.149698511223276154e-01 3.647338986007950812e-01 4.130080985520014347e-01 4.593821651177874554e-01 5.032089830689113752e-01
6.046813877999999975e-02 7.609852237627839705e-14 5.025595333714446417e-02 1.070991730842474898e-01 3.147448458659976578e-01 3.644312878918158360e-01 4.126128075920028060e-01 4.588767493746965243e-01 5.025743395729498353e-01
6.049811801999999822e-02 7.492126251848800379e-14 5.026382089526029717e-02 1.070690267821182845e-01 3.145098378914858994e-01 3.641171597877832511e-01 4.122045662693785140e-01 4.583570505196301048e-01 5.019241983704872956e-01
6.052809726999999751e-02 7.376086180018529606e-14 5.027014111474165103e-02 1.070354988366685189e-01 3.142648344327210186e-01 3.637915245510099926e-01 4.117833886331168092e-01 4.578230872544903352e-01 5.012585837685723522e-01
6.055807651999999680e-02 7.261710172985169441e-14 5.027491411663534415e-02 1.069985903554275530e-01 3.140098432561815311e-01 3.634543930937026990e-01 4.113492895101308888e-01 4.572748791944595270e-01 5.005775211349043907e-01
6.058805576000000220e-02 7.148976627736379522e-14 5.027814006890136272e-02 1.069583025521770314e-01 3.137448724351188933e-01 3.631057766756599081e-01 4.109022841094850942e-01 4.567124463638649878e-01 4.998810362604202973e-01
6.061803501000000149e-02 7.037864074809999928e-14 5.027981918797661681e-02 1.069146367032156597e-01 3.134699300744464012e-01 3.627456865430598310e-01 4.104423875619084283e-01 4.561358086192857653e-01 4.991691546451370587e-01
6.064801424999999996e-02 6.928351437908480537e-14 5.027995173227614578e-02 1.068675942431560610e-01 3.131850249359423577e-01 3.623741347505385346e-01 4.099696159726221034e-01 4.555449869736813429e-01 4.984419031340414641e-01
6.067799349999999925e-02 6.820417735110839645e-14 5.027853800660766342e-02 1.068171766481555013e-01 3.128901657042319484e-01 3.619911332004462912e-01 4.094839851932043362e-01 4.549400020586484850e-01 4.976993080180797668e-01
6.070797274999999854e-02 6.714042333679010081e-14 5.027557836147628079e-02 1.067633855431047024e-01 3.125853616461636286e-01 3.615966945020948620e-01 4.089855119169925612e-01 4.543208754929229376e-01 4.969413967202187532e-01
